reaction_id,substrate_smiles,substrate_class,leaving_group,reagent_smiles,reagent_role,solvent_type,temperature_class,mechanism_class
1172,CCCCl,1°,Cl,[OH-],strong_base,polar_aprotic,heat,SN2
1173,CC(C)I,2°,I,Br,acid,polar_protic,heat,other
1174,CCC(C)(C)Br,3°,Br,Br,acid,polar_protic,room_temp,other
1175,CC(C)CBr,1°,Br,[OH-],strong_base,polar_protic,low,SN2
1176,CBr,methyl,Br,Cl,acid,polar_aprotic,low,other
1177,CI,methyl,I,[OH-],strong_base,polar_protic,low,SN2
1178,CCBr,1°,Br,Cl,acid,non_polar,heat,other
1179,CCCCI,1°,I,Br,acid,non_polar,room_temp,other
1180,CC(C)(C)Cl,3°,Cl,RS-,strong_nucleophile,polar_aprotic,heat,other
1181,CCl,methyl,Cl,Br,acid,non_polar,heat,other
1182,CC(C)(C)Cl,3°,Cl,O,weak_nucleophile,polar_protic,heat,E1
1183,CCBr,1°,Br,CO,weak_nucleophile,non_polar,low,SN2
1184,CCC(C)(C)I,3°,I,Cl,acid,polar_protic,low,other
1185,CC(C)(C)Cl,3°,Cl,CC[O-],strong_base,polar_protic,heat,E2
1186,CCC(C)(C)I,3°,I,[OH-],strong_base,polar_aprotic,low,E2
1187,CC(C)I,2°,I,O,weak_nucleophile,non_polar,heat,other
1188,CC(C)I,2°,I,Cl,acid,non_polar,room_temp,other
1189,CCC(C)(C)I,3°,I,[OH-],strong_base,non_polar,room_temp,E2
1190,CC(C)CBr,1°,Br,Br2,radical_source,polar_aprotic,low,other
1191,CI,methyl,I,[OH-],strong_base,polar_protic,room_temp,SN2
1192,CCC(C)(C)I,3°,I,Br2,radical_source,polar_aprotic,room_temp,other
1193,CC(C)I,2°,I,Br2,radical_source,non_polar,room_temp,other
1194,CCC(C)(C)Br,3°,Br,RS-,strong_nucleophile,polar_aprotic,low,other
1195,CCBr,1°,Br,Cl2,radical_source,polar_aprotic,room_temp,other
1196,CC(C)Br,2°,Br,RS-,strong_nucleophile,polar_protic,room_temp,other
1197,C=C,alkene,None,Cl,acid,polar_aprotic,room_temp,electrophilic_addition
1198,CC(C)(C)Cl,3°,Cl,Br,acid,non_polar,room_temp,other
1199,C=CC,alkene,None,Cl2,radical_source,polar_aprotic,heat,electrophilic_addition
1200,CCC(C)(C)Br,3°,Br,O,weak_nucleophile,non_polar,low,other
1201,CC(C)(C)Br,3°,Br,[OH-],strong_base,non_polar,room_temp,E2
1202,CCC(C)(C)I,3°,I,Cl2,radical_source,polar_protic,heat,other
1203,CCC(C)(C)Br,3°,Br,CN-,strong_nucleophile,polar_protic,room_temp,other
1204,CC(C)(C)Cl,3°,Cl,RS-,strong_nucleophile,polar_aprotic,low,other
1205,CCC(C)(C)Br,3°,Br,CN-,strong_nucleophile,polar_aprotic,low,other
1206,CCCCl,1°,Cl,Cl2,radical_source,polar_aprotic,heat,other
1207,CBr,methyl,Br,Cl2,radical_source,polar_protic,low,other
1208,CBr,methyl,Br,CO,weak_nucleophile,non_polar,low,SN2
1209,CC(C)CBr,1°,Br,I-,strong_nucleophile,non_polar,low,SN2
1210,CCC(C)(C)I,3°,I,O,weak_nucleophile,polar_protic,low,SN1
1211,CI,methyl,I,CC[O-],strong_base,non_polar,heat,SN2
1212,CCC(C)Cl,2°,Cl,I-,strong_nucleophile,non_polar,low,other
1213,CC(C)Br,2°,Br,Br,acid,polar_protic,heat,other
1214,CC(C)CBr,1°,Br,Cl2,radical_source,polar_aprotic,room_temp,other
1215,CCl,methyl,Cl,Br,acid,polar_protic,heat,other
1216,CC(C)(C)Cl,3°,Cl,RS-,strong_nucleophile,polar_protic,heat,other
1217,CC(C)I,2°,I,O,weak_nucleophile,polar_aprotic,low,other
1218,BrC1CCCCC1,2°,Br,RS-,strong_nucleophile,polar_protic,room_temp,other
1219,CCl,methyl,Cl,Br2,radical_source,polar_aprotic,low,other
1220,CCC(C)Cl,2°,Cl,Br,acid,non_polar,low,other
1221,C=C,alkene,None,Cl2,radical_source,polar_protic,low,electrophilic_addition
1222,CC(C)CBr,1°,Br,CO,weak_nucleophile,polar_protic,low,SN2
1223,CCCCl,1°,Cl,[OH-],strong_base,polar_aprotic,low,SN2
1224,CBr,methyl,Br,Br,acid,non_polar,room_temp,other
1225,CCl,methyl,Cl,Cl2,radical_source,polar_protic,low,other
1226,CC(C)Br,2°,Br,Cl2,radical_source,polar_protic,room_temp,other
1227,CC(C)(C)Br,3°,Br,Br,acid,polar_aprotic,low,other
1228,CC(C)(C)Cl,3°,Cl,I-,strong_nucleophile,polar_protic,room_temp,other
1229,CC(C)Br,2°,Br,CN-,strong_nucleophile,polar_protic,heat,other
1230,CCC(C)(C)I,3°,I,I-,strong_nucleophile,non_polar,room_temp,other
1231,CBr,methyl,Br,O,weak_nucleophile,polar_aprotic,room_temp,SN2
1232,CCC(C)(C)I,3°,I,O,weak_nucleophile,polar_aprotic,heat,other
1233,CI,methyl,I,Cl2,radical_source,non_polar,room_temp,other
1234,CCC(C)Cl,2°,Cl,[OH-],strong_base,non_polar,room_temp,other
1235,CC(C)(C)Cl,3°,Cl,CO,weak_nucleophile,non_polar,room_temp,other
1236,CCBr,1°,Br,CO,weak_nucleophile,polar_protic,room_temp,SN2
1237,CCC(C)(C)I,3°,I,O,weak_nucleophile,polar_protic,room_temp,SN1
1238,CC(C)(C)Cl,3°,Cl,Cl,acid,polar_protic,heat,other
1239,CBr,methyl,Br,Br,acid,non_polar,heat,other
1240,CC(C)Br,2°,Br,CN-,strong_nucleophile,polar_aprotic,heat,SN2
1241,CCC(C)Cl,2°,Cl,RS-,strong_nucleophile,polar_aprotic,room_temp,SN2
1242,CCCCI,1°,I,CN-,strong_nucleophile,polar_aprotic,room_temp,SN2
1243,CCC(C)(C)I,3°,I,Cl2,radical_source,polar_protic,room_temp,other
1244,CCBr,1°,Br,Cl,acid,polar_protic,room_temp,other
1245,CBr,methyl,Br,Br2,radical_source,polar_aprotic,room_temp,other
1246,CC(C)C,alkane,None,Br2,radical_source,polar_aprotic,heat,radical_substitution
1247,CCC(C)(C)I,3°,I,Br2,radical_source,polar_protic,heat,other
1248,CCBr,1°,Br,O,weak_nucleophile,polar_protic,room_temp,SN2
1249,CCC(C)(C)I,3°,I,Br2,radical_source,polar_protic,room_temp,other
1250,BrC1CCCCC1,2°,Br,Br2,radical_source,polar_aprotic,low,other
1251,CCC(C)(C)I,3°,I,[OH-],strong_base,polar_aprotic,heat,E2
1252,CC(C)(C)Br,3°,Br,Br,acid,polar_protic,low,other
1253,CC(C)CBr,1°,Br,[OH-],strong_base,polar_aprotic,room_temp,SN2
1254,CC(C)Br,2°,Br,Cl,acid,polar_aprotic,room_temp,other
1255,CCC,alkane,None,Cl2,radical_source,polar_protic,heat,radical_substitution
1256,CC(C)(C)Br,3°,Br,I-,strong_nucleophile,polar_protic,heat,other
1257,CCC(C)(C)I,3°,I,CO,weak_nucleophile,polar_protic,room_temp,SN1
1258,CCC(C)(C)I,3°,I,I-,strong_nucleophile,polar_protic,heat,other
1259,CC(C)I,2°,I,I-,strong_nucleophile,polar_aprotic,low,SN2
1260,CC(C)(C)Br,3°,Br,Cl,acid,polar_aprotic,room_temp,other
1261,CBr,methyl,Br,[OH-],strong_base,polar_protic,low,SN2
1262,CCC(C)(C)I,3°,I,Br,acid,non_polar,room_temp,other
1263,CC(C)Br,2°,Br,RS-,strong_nucleophile,polar_protic,room_temp,other
1264,CCl,methyl,Cl,CC[O-],strong_base,polar_protic,heat,SN2
1265,C=C,alkene,None,Cl,acid,polar_aprotic,heat,electrophilic_addition
1266,C=C,alkene,None,Cl2,radical_source,polar_aprotic,heat,electrophilic_addition
1267,CCC(C)(C)Br,3°,Br,CN-,strong_nucleophile,non_polar,room_temp,other
1268,CBr,methyl,Br,[OH-],strong_base,polar_aprotic,room_temp,SN2
1269,CC(C)I,2°,I,O,weak_nucleophile,non_polar,heat,other
1270,CCC(C)Cl,2°,Cl,CC[O-],strong_base,polar_protic,low,other
1271,CC(C)I,2°,I,Cl,acid,non_polar,low,other
1272,CC(C)(C)Cl,3°,Cl,O,weak_nucleophile,polar_aprotic,low,other
1273,BrC1CCCCC1,2°,Br,Br2,radical_source,polar_protic,low,other
1274,CCC(C)Cl,2°,Cl,Cl2,radical_source,polar_protic,low,other
1275,CC(C)(C)Cl,3°,Cl,Br2,radical_source,polar_aprotic,low,other
1276,CCCCl,1°,Cl,Br,acid,polar_protic,heat,other
1277,CCC(C)Cl,2°,Cl,CC[O-],strong_base,non_polar,heat,E2
1278,CCCCI,1°,I,I-,strong_nucleophile,polar_protic,room_temp,SN2
1279,BrC1CCCCC1,2°,Br,Br2,radical_source,polar_protic,low,other
1280,CCCCl,1°,Cl,Cl2,radical_source,polar_aprotic,room_temp,other
1281,CC(C)I,2°,I,O,weak_nucleophile,non_polar,room_temp,other
1282,C=C,alkene,None,Br,acid,polar_protic,low,electrophilic_addition
1283,CC(C)(C)Br,3°,Br,CN-,strong_nucleophile,polar_protic,heat,other
1284,CCC(C)Cl,2°,Cl,CC[O-],strong_base,polar_aprotic,heat,E2
1285,CC(C)(C)Br,3°,Br,Br2,radical_source,non_polar,room_temp,other
1286,CI,methyl,I,I-,strong_nucleophile,polar_protic,heat,SN2
1287,CCC(C)(C)I,3°,I,CC[O-],strong_base,polar_protic,room_temp,E2
1288,CCC(C)(C)I,3°,I,CO,weak_nucleophile,polar_aprotic,room_temp,other
1289,CCBr,1°,Br,O,weak_nucleophile,polar_aprotic,room_temp,SN2
1290,CC(C)I,2°,I,Br2,radical_source,polar_protic,room_temp,other
1291,CCC(C)(C)Br,3°,Br,Br,acid,polar_aprotic,room_temp,other
1292,CC(C)I,2°,I,CO,weak_nucleophile,non_polar,low,other
1293,CC(C)(C)Br,3°,Br,Br,acid,polar_aprotic,room_temp,other
1294,CC(C)C,alkane,None,Cl2,radical_source,non_polar,room_temp,radical_substitution
1295,CCC(C)(C)Br,3°,Br,CO,weak_nucleophile,polar_aprotic,room_temp,other
1296,CCCCI,1°,I,Br,acid,polar_aprotic,room_temp,other
1297,CCC(C)(C)I,3°,I,O,weak_nucleophile,polar_protic,room_temp,SN1
1298,CCC(C)(C)Br,3°,Br,Br,acid,non_polar,heat,other
1299,CBr,methyl,Br,Br,acid,polar_aprotic,low,other
1300,CCCCI,1°,I,I-,strong_nucleophile,non_polar,room_temp,SN2
1301,C=C(C)C,alkene,None,Cl2,radical_source,non_polar,room_temp,electrophilic_addition
1302,CC(C)(C)Br,3°,Br,Cl2,radical_source,polar_aprotic,heat,other
1303,CCCCI,1°,I,CO,weak_nucleophile,non_polar,room_temp,SN2
1304,CCC(C)Cl,2°,Cl,Br,acid,polar_protic,low,other
1305,CCCCl,1°,Cl,I-,strong_nucleophile,polar_aprotic,low,SN2
1306,CCCCl,1°,Cl,Br2,radical_source,polar_aprotic,heat,other
1307,CCCCl,1°,Cl,CO,weak_nucleophile,polar_protic,heat,SN2
1308,CCBr,1°,Br,O,weak_nucleophile,non_polar,heat,SN2
1309,CC(C)I,2°,I,O,weak_nucleophile,polar_aprotic,low,other
1310,CC(C)(C)Br,3°,Br,Br2,radical_source,non_polar,room_temp,other
1311,CCCCI,1°,I,Br,acid,polar_protic,low,other
1312,CCC(C)(C)I,3°,I,I-,strong_nucleophile,polar_aprotic,low,other
1313,CCC(C)(C)I,3°,I,CO,weak_nucleophile,polar_protic,heat,E1
1314,CC(C)CBr,1°,Br,RS-,strong_nucleophile,polar_aprotic,room_temp,SN2
1315,CI,methyl,I,CN-,strong_nucleophile,polar_aprotic,room_temp,SN2
1316,CCCCI,1°,I,CO,weak_nucleophile,non_polar,low,SN2
1317,CC(C)I,2°,I,Cl,acid,non_polar,low,other
1318,CCC(C)(C)Br,3°,Br,Br2,radical_source,polar_aprotic,room_temp,other
1319,CC(C)Br,2°,Br,Cl2,radical_source,non_polar,heat,other
1320,CC(C)(C)Br,3°,Br,Br,acid,polar_protic,low,other
1321,CCC(C)Cl,2°,Cl,CC[O-],strong_base,polar_aprotic,low,other
1322,CBr,methyl,Br,Br,acid,polar_protic,low,other
1323,CI,methyl,I,RS-,strong_nucleophile,non_polar,low,SN2
1324,CC(C)(C)Cl,3°,Cl,CN-,strong_nucleophile,polar_protic,low,other
1325,CBr,methyl,Br,Br,acid,polar_protic,room_temp,other
1326,CCC(C)(C)Br,3°,Br,Cl,acid,polar_aprotic,room_temp,other
1327,CCl,methyl,Cl,I-,strong_nucleophile,polar_protic,heat,SN2
1328,CC(C)(C)Br,3°,Br,I-,strong_nucleophile,polar_protic,heat,other
1329,CI,methyl,I,O,weak_nucleophile,non_polar,room_temp,SN2
1330,CCl,methyl,Cl,O,weak_nucleophile,polar_protic,heat,SN2
1331,CCl,methyl,Cl,O,weak_nucleophile,polar_protic,heat,SN2
1332,CC(C)(C)Br,3°,Br,Cl2,radical_source,polar_protic,heat,other
1333,CCCCl,1°,Cl,Cl,acid,polar_protic,room_temp,other
1334,CCC(C)(C)I,3°,I,[OH-],strong_base,non_polar,heat,E2
1335,CC(C)I,2°,I,CN-,strong_nucleophile,polar_protic,room_temp,other
1336,CC(C)(C)Cl,3°,Cl,CO,weak_nucleophile,polar_protic,heat,E1
1337,CI,methyl,I,Br2,radical_source,polar_aprotic,heat,other
1338,BrC1CCCCC1,2°,Br,O,weak_nucleophile,non_polar,low,other
1339,CCC(C)Cl,2°,Cl,Br,acid,non_polar,heat,other
1340,CCC(C)(C)I,3°,I,CN-,strong_nucleophile,polar_protic,heat,other
1341,C=C(C)C,alkene,None,Br,acid,non_polar,heat,electrophilic_addition
1342,CCCCl,1°,Cl,Br,acid,polar_protic,room_temp,other
1343,CCC(C)(C)Br,3°,Br,Br2,radical_source,polar_aprotic,room_temp,other
1344,CCBr,1°,Br,[OH-],strong_base,polar_aprotic,low,SN2
1345,CC(C)(C)Cl,3°,Cl,Cl,acid,non_polar,low,other
1346,CC(C)I,2°,I,Br,acid,polar_aprotic,low,other
1347,CCC(C)(C)I,3°,I,Cl2,radical_source,polar_protic,room_temp,other
1348,CC(C)(C)Br,3°,Br,RS-,strong_nucleophile,polar_aprotic,low,other
1349,CBr,methyl,Br,Cl2,radical_source,non_polar,heat,other
1350,CCC(C)Cl,2°,Cl,CC[O-],strong_base,polar_protic,room_temp,other
1351,C=C,alkene,None,Cl,acid,polar_aprotic,room_temp,electrophilic_addition
1352,CCC(C)(C)I,3°,I,Br2,radical_source,polar_protic,heat,other
1353,C=C(C)C,alkene,None,Cl2,radical_source,polar_aprotic,room_temp,electrophilic_addition
1354,CCC(C)Cl,2°,Cl,[OH-],strong_base,polar_aprotic,low,other
1355,CCCCl,1°,Cl,Cl2,radical_source,polar_protic,room_temp,other
1356,CC(C)I,2°,I,RS-,strong_nucleophile,polar_protic,room_temp,other
1357,CCC(C)(C)Br,3°,Br,CC[O-],strong_base,polar_protic,heat,E2
1358,CCCCl,1°,Cl,RS-,strong_nucleophile,polar_protic,room_temp,SN2
1359,C=C,alkene,None,Cl,acid,polar_aprotic,room_temp,electrophilic_addition
1360,C=CC,alkene,None,Br,acid,polar_aprotic,room_temp,electrophilic_addition
1361,C=C,alkene,None,Br2,radical_source,polar_protic,room_temp,electrophilic_addition
1362,CCC(C)Cl,2°,Cl,[OH-],strong_base,polar_aprotic,heat,E2
1363,CCCCI,1°,I,Br,acid,non_polar,low,other
1364,CCCCl,1°,Cl,O,weak_nucleophile,polar_protic,low,SN2
1365,CCC(C)(C)I,3°,I,Cl,acid,polar_aprotic,low,other
1366,CI,methyl,I,RS-,strong_nucleophile,polar_protic,room_temp,SN2
1367,CCBr,1°,Br,Br2,radical_source,polar_aprotic,room_temp,other
1368,CCBr,1°,Br,O,weak_nucleophile,polar_aprotic,low,SN2
1369,CCC(C)(C)I,3°,I,I-,strong_nucleophile,non_polar,low,other
1370,CCC(C)Cl,2°,Cl,CN-,strong_nucleophile,non_polar,low,other
1371,CBr,methyl,Br,Cl2,radical_source,polar_protic,heat,other
1372,BrC1CCCCC1,2°,Br,Br,acid,polar_aprotic,room_temp,other
1373,CCCCI,1°,I,CC[O-],strong_base,polar_protic,low,SN2
1374,CC(C)I,2°,I,[OH-],strong_base,polar_protic,room_temp,other
1375,CBr,methyl,Br,CO,weak_nucleophile,polar_aprotic,room_temp,SN2
1376,CBr,methyl,Br,[OH-],strong_base,non_polar,low,SN2
1377,CCCCI,1°,I,RS-,strong_nucleophile,non_polar,heat,SN2
1378,CC(C)C,alkane,None,Br2,radical_source,polar_aprotic,room_temp,radical_substitution
1379,CCC(C)(C)I,3°,I,[OH-],strong_base,non_polar,room_temp,E2
1380,CC(C)CBr,1°,Br,I-,strong_nucleophile,non_polar,room_temp,SN2
1381,BrC1CCCCC1,2°,Br,CC[O-],strong_base,polar_aprotic,low,other
1382,CCC(C)Cl,2°,Cl,[OH-],strong_base,non_polar,room_temp,other
1383,CCCCI,1°,I,CC[O-],strong_base,polar_aprotic,room_temp,SN2
1384,CC(C)(C)Br,3°,Br,Cl2,radical_source,polar_aprotic,low,other
1385,CCCCl,1°,Cl,[OH-],strong_base,polar_aprotic,room_temp,SN2
1386,BrC1CCCCC1,2°,Br,CO,weak_nucleophile,non_polar,heat,other
1387,CC(C)I,2°,I,Cl2,radical_source,polar_aprotic,room_temp,other
1388,C=CC,alkene,None,Br2,radical_source,polar_aprotic,room_temp,electrophilic_addition
1389,CC(C)(C)Br,3°,Br,O,weak_nucleophile,non_polar,room_temp,other
1390,CCCCI,1°,I,O,weak_nucleophile,non_polar,low,SN2
1391,CCl,methyl,Cl,O,weak_nucleophile,polar_aprotic,room_temp,SN2
1392,CC(C)I,2°,I,I-,strong_nucleophile,polar_aprotic,room_temp,SN2
1393,CC(C)I,2°,I,I-,strong_nucleophile,polar_protic,heat,other
1394,BrC1CCCCC1,2°,Br,RS-,strong_nucleophile,polar_protic,room_temp,other
1395,CCl,methyl,Cl,CC[O-],strong_base,polar_aprotic,heat,SN2
1396,CC(C)(C)Br,3°,Br,I-,strong_nucleophile,non_polar,room_temp,other
1397,CC(C)I,2°,I,Br,acid,polar_aprotic,low,other
1398,BrC1CCCCC1,2°,Br,Cl,acid,polar_aprotic,room_temp,other
1399,CCC(C)(C)Br,3°,Br,O,weak_nucleophile,polar_aprotic,low,other
1400,CC(C)Br,2°,Br,Cl2,radical_source,polar_protic,room_temp,other
1401,CCC,alkane,None,Br2,radical_source,polar_aprotic,room_temp,radical_substitution
1402,CCC(C)(C)I,3°,I,I-,strong_nucleophile,non_polar,heat,other
1403,CC(C)I,2°,I,Cl2,radical_source,non_polar,heat,other
1404,CCC(C)(C)Br,3°,Br,Cl,acid,non_polar,low,other
1405,CI,methyl,I,I-,strong_nucleophile,non_polar,room_temp,SN2
1406,CI,methyl,I,CC[O-],strong_base,polar_aprotic,heat,SN2
1407,CCCCl,1°,Cl,O,weak_nucleophile,polar_protic,low,SN2
1408,CC(C)Br,2°,Br,Cl2,radical_source,polar_protic,low,other
1409,CC(C)CBr,1°,Br,CO,weak_nucleophile,polar_aprotic,low,SN2
1410,CCBr,1°,Br,[OH-],strong_base,non_polar,heat,SN2
1411,CCC(C)(C)I,3°,I,Cl2,radical_source,polar_protic,heat,other
1412,CCCCI,1°,I,I-,strong_nucleophile,polar_protic,heat,SN2
1413,CC(C)Br,2°,Br,Cl2,radical_source,non_polar,room_temp,other
1414,CCCCI,1°,I,RS-,strong_nucleophile,non_polar,low,SN2
1415,CCC(C)(C)I,3°,I,I-,strong_nucleophile,polar_protic,low,other
1416,CCl,methyl,Cl,I-,strong_nucleophile,polar_aprotic,heat,SN2
1417,CC(C)I,2°,I,Cl,acid,polar_protic,low,other
1418,C=CC,alkene,None,Br,acid,non_polar,low,electrophilic_addition
1419,CCl,methyl,Cl,Cl,acid,non_polar,low,other
1420,C=C(C)C,alkene,None,Cl,acid,polar_aprotic,heat,electrophilic_addition
1421,CBr,methyl,Br,Br2,radical_source,polar_protic,heat,other
1422,CC(C)I,2°,I,CO,weak_nucleophile,polar_protic,low,SN1
1423,BrC1CCCCC1,2°,Br,Cl2,radical_source,polar_aprotic,room_temp,other
1424,CCl,methyl,Cl,Br,acid,polar_protic,room_temp,other
1425,CI,methyl,I,Cl,acid,polar_aprotic,room_temp,other
1426,CCC(C)(C)I,3°,I,Cl,acid,non_polar,room_temp,other
1427,CCC(C)(C)Br,3°,Br,CN-,strong_nucleophile,polar_aprotic,room_temp,other
1428,CCCCl,1°,Cl,O,weak_nucleophile,polar_aprotic,heat,SN2
1429,CC(C)Br,2°,Br,I-,strong_nucleophile,polar_protic,low,other
1430,CCC(C)Cl,2°,Cl,Br2,radical_source,polar_aprotic,room_temp,other
1431,CCl,methyl,Cl,Cl,acid,polar_aprotic,heat,other
1432,CC(C)(C)Cl,3°,Cl,CN-,strong_nucleophile,non_polar,low,other
1433,CCC(C)(C)I,3°,I,Br2,radical_source,polar_aprotic,room_temp,other
1434,CCC(C)Cl,2°,Cl,RS-,strong_nucleophile,polar_aprotic,low,SN2
1435,BrC1CCCCC1,2°,Br,CO,weak_nucleophile,polar_protic,room_temp,SN1
1436,CC(C)(C)Cl,3°,Cl,I-,strong_nucleophile,polar_aprotic,low,other
1437,CCC(C)(C)I,3°,I,RS-,strong_nucleophile,non_polar,low,other
1438,CC(C)Br,2°,Br,Cl,acid,polar_aprotic,low,other
1439,CC(C)Br,2°,Br,CN-,strong_nucleophile,polar_aprotic,heat,SN2
1440,CC(C)(C)Br,3°,Br,Cl2,radical_source,polar_protic,low,other
1441,CCBr,1°,Br,I-,strong_nucleophile,polar_aprotic,low,SN2
1442,C=C(C)C,alkene,None,Br2,radical_source,polar_protic,low,electrophilic_addition
1443,CC(C)(C)Cl,3°,Cl,[OH-],strong_base,polar_aprotic,heat,E2
1444,CCC(C)(C)Br,3°,Br,RS-,strong_nucleophile,polar_aprotic,low,other
1445,CC(C)I,2°,I,I-,strong_nucleophile,polar_protic,room_temp,other
1446,CCCCl,1°,Cl,Cl,acid,non_polar,heat,other
1447,CC(C)(C)Br,3°,Br,I-,strong_nucleophile,polar_protic,heat,other
1448,CI,methyl,I,CN-,strong_nucleophile,non_polar,low,SN2
1449,CC(C)Br,2°,Br,RS-,strong_nucleophile,non_polar,heat,other
1450,CCC(C)Cl,2°,Cl,Cl2,radical_source,non_polar,heat,other
1451,CCCCl,1°,Cl,Br,acid,polar_protic,low,other
1452,CCC(C)(C)Br,3°,Br,I-,strong_nucleophile,polar_protic,heat,other
1453,CCC(C)(C)Br,3°,Br,Cl,acid,polar_protic,low,other
1454,CCCCl,1°,Cl,Br,acid,polar_protic,low,other
1455,C=CC,alkene,None,Br2,radical_source,polar_aprotic,low,electrophilic_addition
1456,BrC1CCCCC1,2°,Br,Cl,acid,polar_aprotic,low,other
1457,CC(C)(C)Br,3°,Br,CN-,strong_nucleophile,polar_aprotic,low,other
1458,CCl,methyl,Cl,CC[O-],strong_base,polar_protic,room_temp,SN2
1459,CCC(C)Cl,2°,Cl,Br,acid,non_polar,room_temp,other
1460,CCC(C)(C)Br,3°,Br,RS-,strong_nucleophile,non_polar,room_temp,other
1461,BrC1CCCCC1,2°,Br,[OH-],strong_base,polar_protic,low,other
1462,CCC(C)Cl,2°,Cl,CN-,strong_nucleophile,polar_aprotic,room_temp,SN2
1463,CCBr,1°,Br,I-,strong_nucleophile,polar_aprotic,low,SN2
1464,CI,methyl,I,Cl,acid,polar_aprotic,room_temp,other
1465,CC(C)CBr,1°,Br,CO,weak_nucleophile,polar_aprotic,room_temp,SN2
1466,CCC(C)Cl,2°,Cl,Br,acid,polar_aprotic,room_temp,other
1467,C=CC,alkene,None,Cl2,radical_source,non_polar,room_temp,electrophilic_addition
1468,CC(C)(C)Cl,3°,Cl,I-,strong_nucleophile,non_polar,heat,other
1469,CI,methyl,I,RS-,strong_nucleophile,polar_aprotic,heat,SN2
1470,C=C(C)C,alkene,None,Cl,acid,polar_aprotic,low,electrophilic_addition
1471,CCCCl,1°,Cl,I-,strong_nucleophile,polar_protic,heat,SN2
1472,CCCCl,1°,Cl,CC[O-],strong_base,non_polar,room_temp,SN2
1473,CCBr,1°,Br,I-,strong_nucleophile,polar_protic,low,SN2
1474,CC(C)Br,2°,Br,I-,strong_nucleophile,polar_aprotic,heat,SN2
1475,CC(C)(C)Cl,3°,Cl,Cl,acid,polar_aprotic,low,other
1476,CI,methyl,I,Br,acid,non_polar,low,other
1477,CC(C)(C)Br,3°,Br,Br,acid,non_polar,room_temp,other
1478,CCBr,1°,Br,I-,strong_nucleophile,non_polar,low,SN2
1479,BrC1CCCCC1,2°,Br,CC[O-],strong_base,polar_aprotic,room_temp,other
1480,C1CCCCC1,alkane,None,Br2,radical_source,polar_protic,heat,radical_substitution
1481,CBr,methyl,Br,CN-,strong_nucleophile,polar_aprotic,low,SN2
1482,CCC(C)(C)Br,3°,Br,Br2,radical_source,polar_aprotic,heat,other
1483,BrC1CCCCC1,2°,Br,[OH-],strong_base,polar_protic,heat,E2
1484,CC(C)Br,2°,Br,CC[O-],strong_base,polar_aprotic,room_temp,other
1485,CCl,methyl,Cl,Br,acid,polar_aprotic,low,other
1486,C=C,alkene,None,Cl2,radical_source,polar_protic,low,electrophilic_addition
1487,CC(C)(C)Cl,3°,Cl,CO,weak_nucleophile,polar_protic,room_temp,SN1
1488,CCBr,1°,Br,Cl2,radical_source,non_polar,room_temp,other
1489,CC(C)(C)Cl,3°,Cl,O,weak_nucleophile,polar_aprotic,room_temp,other
1490,CCl,methyl,Cl,Br2,radical_source,non_polar,low,other
1491,CC(C)Br,2°,Br,CN-,strong_nucleophile,non_polar,low,other
1492,CBr,methyl,Br,RS-,strong_nucleophile,polar_aprotic,heat,SN2
1493,CCl,methyl,Cl,RS-,strong_nucleophile,polar_protic,heat,SN2
1494,C=C,alkene,None,Cl2,radical_source,polar_aprotic,heat,electrophilic_addition
1495,C=C,alkene,None,Br,acid,polar_aprotic,low,electrophilic_addition
1496,CC(C)I,2°,I,CC[O-],strong_base,polar_protic,room_temp,other
1497,CCl,methyl,Cl,O,weak_nucleophile,non_polar,low,SN2
1498,CBr,methyl,Br,CC[O-],strong_base,non_polar,heat,SN2
1499,CCl,methyl,Cl,RS-,strong_nucleophile,polar_protic,room_temp,SN2
1500,CBr,methyl,Br,Cl,acid,non_polar,low,other
1501,CC(C)CBr,1°,Br,Br2,radical_source,polar_aprotic,room_temp,other
1502,CBr,methyl,Br,[OH-],strong_base,polar_aprotic,room_temp,SN2
1503,CCCCl,1°,Cl,Br2,radical_source,non_polar,room_temp,other
1504,CI,methyl,I,[OH-],strong_base,polar_aprotic,low,SN2
1505,CC(C)I,2°,I,RS-,strong_nucleophile,non_polar,heat,other
1506,CC(C)(C)Br,3°,Br,Br,acid,polar_aprotic,low,other
1507,CBr,methyl,Br,O,weak_nucleophile,polar_aprotic,low,SN2
1508,CCCCI,1°,I,Br2,radical_source,polar_aprotic,room_temp,other
1509,C=C(C)C,alkene,None,Cl2,radical_source,non_polar,low,electrophilic_addition
1510,C1CCCCC1,alkane,None,Br2,radical_source,polar_aprotic,room_temp,radical_substitution
1511,C=C(C)C,alkene,None,Br,acid,polar_aprotic,heat,electrophilic_addition
1512,CC(C)(C)Cl,3°,Cl,CN-,strong_nucleophile,polar_aprotic,low,other
1513,CC(C)(C)Cl,3°,Cl,O,weak_nucleophile,polar_protic,heat,E1
1514,CC(C)C,alkane,None,Br2,radical_source,non_polar,room_temp,radical_substitution
1515,CCCCI,1°,I,Br,acid,non_polar,low,other
1516,CC(C)(C)Br,3°,Br,RS-,strong_nucleophile,polar_aprotic,heat,other
1517,CCCCI,1°,I,[OH-],strong_base,non_polar,room_temp,SN2
1518,CC(C)CBr,1°,Br,Br,acid,non_polar,room_temp,other
